Month,Street Name,block,Town Index,Floor Area (sqm),Flat Type Index,Storey Index,Remaining Years,Lease Commence Date,Flat Model Index,Resale Price
2022-05,JURONG WEST ST 42,543,3,108,4,4,61,1984,16,465000
2022-05,JURONG WEST ST 52,520,3,104,4,2,61,1984,16,495000
2022-05,JURONG WEST ST 52,516,3,107,4,2,61,1984,16,480000
2022-05,JURONG WEST ST 61,649B,3,90,4,3,78,2001,16,470000
2022-05,JURONG WEST ST 61,649B,3,90,4,2,78,2001,16,440000
2022-05,JURONG WEST ST 64,660D,3,91,4,6,78,2001,16,490000
2022-05,JURONG WEST ST 64,684A,3,94,4,5,77,2000,14,510000
2022-05,JURONG WEST ST 65,667A,3,91,4,4,77,2000,16,496000
2022-05,JURONG WEST ST 71,717,3,104,4,4,67,1991,16,470000
2022-05,JURONG WEST ST 73,750,3,107,4,3,70,1993,16,450000
2022-05,JURONG WEST ST 81,823,3,104,4,4,67,1990,16,455000
2022-05,JURONG WEST ST 91,944,3,105,4,1,66,1989,16,380000
2022-05,JURONG WEST ST 92,922,3,108,4,3,65,1988,16,430000
2022-05,JURONG WEST ST 92,928,3,103,4,1,65,1988,16,430000
2022-05,JURONG WEST ST 93,989C,3,93,4,2,85,2008,14,490000
2022-05,JURONG WEST ST 93,989C,3,93,4,1,85,2008,14,445000
2022-05,JURONG WEST ST 93,976,3,104,4,4,65,1989,16,430000
2022-05,KANG CHING RD,339C,3,89,4,2,88,2012,16,501000
2022-05,YUAN CHING RD,138A,3,86,4,6,91,2014,9,621888
2022-05,YUAN CHING RD,138D,3,91,4,5,91,2014,9,677000
2022-05,YUAN CHING RD,138D,3,91,4,6,91,2014,9,665000
2022-05,BOON LAY AVE,218B,3,114,5,1,95,2018,15,630000
2022-05,BOON LAY AVE,216A,3,114,5,1,95,2018,15,584000
2022-05,BOON LAY AVE,218B,3,114,5,3,95,2018,15,645000
2022-05,BOON LAY DR,261,3,132,5,5,72,1995,16,558000
2022-05,BOON LAY DR,196A,3,113,5,5,92,2015,15,700000
2022-05,BOON LAY DR,261,3,126,5,3,72,1995,15,550000
2022-05,CORPORATION DR,351,3,121,5,2,74,1997,15,560000
2022-05,CORPORATION DR,367,3,122,5,2,74,1997,15,550000
2022-05,CORPORATION DR,351,3,123,5,1,74,1997,15,529000
2022-05,JURONG WEST AVE 1,426,3,133,5,5,62,1985,16,550000
2022-05,JURONG WEST AVE 1,426,3,133,5,5,62,1985,16,565000
2022-05,JURONG WEST CTRL 1,685C,3,111,5,3,77,2000,14,558000
2022-05,JURONG WEST CTRL 1,687,3,120,5,5,75,1998,14,638000
2022-05,JURONG WEST CTRL 1,685C,3,111,5,1,77,2000,14,520000
2022-05,JURONG WEST CTRL 1,682B,3,115,5,3,77,2000,14,565000
2022-05,JURONG WEST ST 24,272B,3,112,5,2,80,2003,14,500000
2022-05,JURONG WEST ST 25,275A,3,111,5,1,78,2002,15,508000
2022-05,JURONG WEST ST 25,275A,3,111,5,1,78,2002,15,465000
2022-05,JURONG WEST ST 52,532,3,118,5,2,59,1982,15,545000
2022-05,JURONG WEST ST 52,522,3,118,5,1,59,1982,15,530000
2022-05,JURONG WEST ST 61,648A,3,110,5,2,78,2001,15,535000
2022-05,JURONG WEST ST 61,623,3,110,5,2,77,2001,15,538000
2022-05,JURONG WEST ST 61,639,3,122,5,1,75,1998,15,530000
2022-05,JURONG WEST ST 61,653A,3,110,5,4,79,2002,15,545000
2022-05,JURONG WEST ST 61,622,3,110,5,3,77,2001,15,550000
2022-05,JURONG WEST ST 61,654B,3,111,5,2,79,2002,15,570000
2022-05,JURONG WEST ST 64,660A,3,110,5,5,78,2001,15,580000
2022-05,JURONG WEST ST 64,684C,3,111,5,3,77,2000,14,595000
2022-05,JURONG WEST ST 64,677A,3,111,5,5,85,2008,14,513888
2022-05,JURONG WEST ST 64,660A,3,110,5,4,78,2001,15,600000
2022-05,JURONG WEST ST 64,664A,3,110,5,3,77,2000,15,575000
2022-05,JURONG WEST ST 64,678A,3,110,5,6,85,2008,14,525888
2022-05,JURONG WEST ST 64,684C,3,111,5,3,77,2000,14,585000
2022-05,JURONG WEST ST 64,660B,3,110,5,2,78,2001,15,584000
2022-05,JURONG WEST ST 64,677C,3,110,5,5,85,2008,14,506000
2022-05,JURONG WEST ST 65,635,3,110,5,5,78,2001,15,548000
2022-05,JURONG WEST ST 65,659B,3,110,5,3,78,2001,15,535000
2022-05,JURONG WEST ST 65,659D,3,110,5,5,78,2001,15,595888
2022-05,JURONG WEST ST 65,667D,3,110,5,2,77,2000,15,520888
2022-05,JURONG WEST ST 65,618,3,110,5,2,77,2000,15,550000
2022-05,JURONG WEST ST 65,663B,3,110,5,4,77,2000,15,585000
2022-05,JURONG WEST ST 71,705,3,126,5,2,72,1995,15,550000
2022-05,JURONG WEST ST 73,748,3,122,5,2,67,1990,15,502888
2022-05,JURONG WEST ST 74,756,3,129,5,3,73,1996,15,550000
2022-05,JURONG WEST ST 81,837,3,127,5,4,70,1993,15,485000
2022-05,JURONG WEST ST 93,979,3,122,5,1,66,1989,15,440000
2022-05,JURONG WEST ST 93,980,3,132,5,1,66,1989,15,515000
2022-05,JURONG WEST ST 93,986B,3,112,5,5,85,2008,14,570000
2022-05,JURONG WEST ST 93,988A,3,110,5,2,85,2008,14,540000
2022-05,KANG CHING RD,345,3,121,5,2,74,1997,15,545000
2022-05,YUAN CHING RD,138B,3,105,5,2,91,2014,9,730000
2022-05,YUAN CHING RD,138B,3,105,5,2,91,2014,9,712000
2022-05,YUNG AN RD,360,3,126,5,3,72,1995,15,580000
2022-05,YUNG KUANG RD,175A,3,113,5,2,92,2015,14,605000
2022-05,JURONG WEST CTRL 1,694,3,142,7,1,74,1998,14,680000
2022-05,JURONG WEST ST 42,549,3,159,7,2,63,1986,7,700000
2022-05,JURONG WEST ST 42,548,3,150,7,4,62,1985,7,690000
2022-05,JURONG WEST ST 42,558,3,148,7,1,62,1985,7,645000
2022-05,JURONG WEST ST 42,410,3,150,7,3,62,1985,7,635000
2022-05,JURONG WEST ST 62,605,3,133,7,2,77,2001,14,628000
2022-05,JURONG WEST ST 64,669C,3,130,7,6,77,2000,10,675000
2022-05,JURONG WEST ST 64,669C,3,130,7,1,77,2000,10,615000
2022-05,JURONG WEST ST 64,665A,3,130,7,3,77,2000,10,730000
2022-05,JURONG WEST ST 65,628,3,130,7,2,78,2001,10,638888
2022-05,JURONG WEST ST 65,630,3,130,7,6,78,2001,10,650000
2022-05,JURONG WEST ST 71,701,3,154,7,2,70,1993,10,708000
2022-05,JURONG WEST ST 74,753,3,147,7,1,72,1995,10,632888
2022-05,JURONG WEST ST 81,828,3,143,7,4,70,1993,10,660000
2022-05,JURONG WEST ST 81,841,3,147,7,2,70,1993,10,610000
2022-05,JURONG WEST ST 93,974,3,146,7,1,66,1989,7,649000
2022-05,YUNG HO RD,151,3,155,7,2,67,1990,7,685000
2022-05,YUNG PING RD,163,3,143,7,2,73,1997,7,690000
2022-06,JURONG WEST ST 42,560A,3,47,2,3,94,2018,16,325000
2022-06,BOON LAY AVE,187,3,59,3,6,55,1978,15,285000
2022-06,BOON LAY AVE,216B,3,68,3,3,95,2018,16,420000
2022-06,BOON LAY AVE,186,3,59,3,4,52,1975,15,270000
2022-06,BOON LAY AVE,185,3,59,3,6,52,1975,15,275000
2022-06,BOON LAY AVE,187,3,59,3,5,55,1978,15,275000
2022-06,BOON LAY DR,181B,3,68,3,1,91,2014,16,388000
2022-06,BOON LAY DR,181B,3,68,3,1,91,2014,16,370000
2022-06,BOON LAY PL,207,3,65,3,3,53,1976,15,316888
2022-06,BOON LAY PL,209,3,65,3,1,53,1976,15,280000
2022-06,BOON LAY PL,207,3,65,3,2,53,1976,15,282000
2022-06,BOON LAY PL,208,3,65,3,3,53,1976,15,270000
2022-06,BOON LAY PL,214,3,66,3,1,51,1974,15,285000
2022-06,BOON LAY PL,211,3,65,3,6,53,1976,15,305000
2022-06,BOON LAY PL,207,3,65,3,4,52,1976,15,285000
2022-06,BOON LAY PL,207,3,65,3,3,52,1976,15,290000
2022-06,HO CHING RD,119,3,67,3,4,48,1972,15,310888
2022-06,HO CHING RD,120,3,67,3,1,48,1972,15,281500
2022-06,HO CHING RD,120,3,67,3,1,48,1972,15,280000
2022-06,JURONG WEST AVE 1,487,3,73,3,3,61,1984,16,388000
2022-06,JURONG WEST AVE 1,489,3,73,3,1,61,1984,16,332000
2022-06,JURONG WEST AVE 1,502,3,74,3,2,62,1986,16,345000
2022-06,JURONG WEST AVE 1,489,3,73,3,1,61,1984,16,350000
2022-06,JURONG WEST CTRL 3,698B,3,68,3,6,94,2017,16,470000
2022-06,JURONG WEST ST 41,462,3,73,3,2,61,1984,16,363000
2022-06,JURONG WEST ST 42,561B,3,68,3,1,94,2018,16,395000
2022-06,JURONG WEST ST 42,561B,3,68,3,5,94,2018,16,425000
2022-06,JURONG WEST ST 42,561A,3,68,3,1,94,2018,16,395000
2022-06,JURONG WEST ST 42,434,3,81,3,1,61,1984,16,335000
2022-06,JURONG WEST ST 42,561B,3,68,3,3,94,2018,16,413000
2022-06,JURONG WEST ST 42,561B,3,68,3,4,94,2018,16,430000
2022-06,JURONG WEST ST 52,515,3,75,3,3,61,1984,16,370000
2022-06,JURONG WEST ST 52,511,3,74,3,6,60,1984,16,394000
2022-06,JURONG WEST ST 52,516,3,74,3,5,61,1984,16,395000
2022-06,JURONG WEST ST 52,531,3,67,3,4,60,1983,20,355000
2022-06,JURONG WEST ST 91,936,3,73,3,2,65,1989,16,320000
2022-06,JURONG WEST ST 91,916,3,73,3,3,65,1988,16,338000
2022-06,JURONG WEST ST 91,904,3,73,3,4,65,1988,16,340000
2022-06,KANG CHING RD,339C,3,67,3,2,88,2012,16,390000
2022-06,BOON LAY AVE,183C,3,92,4,5,91,2015,16,528000
2022-06,BOON LAY AVE,217A,3,94,4,2,95,2018,16,540000
2022-06,BOON LAY AVE,218C,3,94,4,2,95,2018,16,515000
2022-06,BOON LAY AVE,216B,3,94,4,2,95,2018,16,534000
2022-06,BOON LAY DR,268C,3,90,4,5,78,2002,16,435000
2022-06,BOON LAY DR,197A,3,93,4,3,91,2015,16,538000
2022-06,BOON LAY DR,197C,3,93,4,6,92,2015,16,575000
2022-06,BOON LAY DR,196A,3,93,4,3,91,2015,16,535000
2022-06,BOON LAY DR,197D,3,93,4,1,91,2015,16,520000
2022-06,CORPORATION DR,368,3,104,4,1,74,1997,16,450000
2022-06,JURONG WEST AVE 1,425,3,107,4,1,61,1984,16,433000
2022-06,JURONG WEST AVE 1,442,3,103,4,1,61,1984,16,430000
2022-06,JURONG WEST AVE 1,541,3,103,4,2,61,1984,16,435000
2022-06,JURONG WEST AVE 1,487,3,103,4,2,61,1984,16,430000
2022-06,JURONG WEST AVE 5,728,3,104,4,3,66,1989,16,448000
2022-06,JURONG WEST CTRL 1,688,3,99,4,4,75,1998,14,550000
2022-06,JURONG WEST CTRL 1,686A,3,93,4,2,77,2000,14,522000
2022-06,JURONG WEST CTRL 1,687,3,99,4,3,74,1998,14,520000
2022-06,JURONG WEST CTRL 3,697A,3,93,4,4,94,2017,16,650000
2022-06,JURONG WEST ST 41,483,3,91,4,3,62,1985,20,425000
2022-06,JURONG WEST ST 42,412,3,105,4,3,62,1985,16,390000
2022-06,JURONG WEST ST 42,406,3,106,4,2,61,1984,16,425000
2022-06,JURONG WEST ST 42,420,3,84,4,3,62,1985,19,400000
2022-06,JURONG WEST ST 42,561B,3,93,4,3,94,2018,16,550000
2022-06,JURONG WEST ST 42,435,3,105,4,2,61,1984,16,415000
2022-06,JURONG WEST ST 42,553,3,108,4,2,61,1985,16,430000
2022-06,JURONG WEST ST 42,561A,3,93,4,3,94,2018,16,570000
2022-06,JURONG WEST ST 42,561B,3,93,4,3,94,2018,16,520000
2022-06,JURONG WEST ST 42,417,3,89,4,3,62,1985,19,410000
2022-06,JURONG WEST ST 42,561A,3,93,4,5,94,2018,16,550000
2022-06,JURONG WEST ST 52,521,3,94,4,1,59,1982,20,468000
2022-06,JURONG WEST ST 52,534,3,91,4,4,59,1982,20,435888
2022-06,JURONG WEST ST 61,651B,3,90,4,2,79,2002,16,468000
2022-06,JURONG WEST ST 61,655A,3,86,4,3,79,2002,18,470000
2022-06,JURONG WEST ST 61,643,3,90,4,1,75,1998,18,440000
2022-06,JURONG WEST ST 61,643,3,90,4,1,75,1998,18,445000
2022-06,JURONG WEST ST 64,668B,3,90,4,2,77,2000,18,462000
2022-06,JURONG WEST ST 64,660A,3,91,4,5,78,2001,16,500000
2022-06,JURONG WEST ST 64,660A,3,91,4,1,78,2001,16,430000
2022-06,JURONG WEST ST 64,684C,3,93,4,5,77,2000,14,530000
2022-06,JURONG WEST ST 65,657B,3,91,4,2,78,2001,16,470000
2022-06,JURONG WEST ST 65,657B,3,91,4,2,78,2001,16,465000
2022-06,JURONG WEST ST 71,716,3,106,4,1,67,1991,16,415888
2022-06,JURONG WEST ST 73,744,3,112,4,3,70,1993,16,450000
2022-06,JURONG WEST ST 81,812,3,104,4,4,66,1990,16,435000
2022-06,JURONG WEST ST 81,853,3,107,4,2,72,1996,16,439999
2022-06,JURONG WEST ST 81,824,3,104,4,1,66,1990,16,420000
2022-06,JURONG WEST ST 91,934,3,104,4,4,65,1988,16,435000
2022-06,JURONG WEST ST 91,943,3,113,4,4,66,1989,16,440000
2022-06,JURONG WEST ST 91,941,3,105,4,1,65,1989,16,400000
2022-06,JURONG WEST ST 91,902,3,104,4,5,65,1988,16,415000
2022-06,JURONG WEST ST 91,940,3,104,4,1,65,1989,16,418000
2022-06,JURONG WEST ST 93,987A,3,93,4,1,85,2008,14,455000
2022-06,YUNG LOH RD,155,3,107,4,4,72,1996,16,465000
2022-06,YUNG SHENG RD,178,3,95,4,1,78,2001,16,425000
2022-06,YUNG SHENG RD,177,3,95,4,1,78,2001,16,430000
2022-06,BOON LAY AVE,217A,3,114,5,1,95,2018,15,615000
2022-06,BOON LAY AVE,217A,3,114,5,4,95,2018,15,663000
2022-06,BOON LAY AVE,218B,3,114,5,4,95,2018,15,675000
2022-06,BOON LAY AVE,218A,3,114,5,1,95,2018,15,610000
2022-06,BOON LAY DR,199,3,112,5,1,53,1976,17,415000
2022-06,JURONG WEST AVE 1,539,3,136,5,4,61,1984,16,565000
2022-06,JURONG WEST AVE 1,443,3,133,5,2,61,1985,16,561000
2022-06,JURONG WEST AVE 1,539,3,136,5,1,61,1984,16,550000
2022-06,JURONG WEST AVE 3,274D,3,111,5,5,78,2001,15,530888
2022-06,JURONG WEST CTRL 1,682B,3,115,5,3,77,2000,14,579000
2022-06,JURONG WEST ST 42,552,3,135,5,1,61,1984,16,525000
2022-06,JURONG WEST ST 42,552,3,135,5,1,61,1984,16,515000
2022-06,JURONG WEST ST 52,529,3,118,5,8,59,1982,15,548888
2022-06,JURONG WEST ST 61,653B,3,111,5,2,79,2002,15,568000
2022-06,JURONG WEST ST 61,642,3,120,5,2,75,1998,15,550000
2022-06,JURONG WEST ST 61,625,3,110,5,5,77,2001,15,580000
2022-06,JURONG WEST ST 64,675B,3,110,5,1,85,2008,14,488000
2022-06,JURONG WEST ST 64,676A,3,110,5,1,85,2008,14,490000
2022-06,JURONG WEST ST 64,661C,3,110,5,4,78,2001,15,567000
2022-06,JURONG WEST ST 64,678C,3,110,5,2,85,2008,14,490000
2022-06,JURONG WEST ST 64,675B,3,110,5,3,85,2008,14,505000
2022-06,JURONG WEST ST 64,684B,3,111,5,2,77,2000,14,560000
2022-06,JURONG WEST ST 65,619,3,110,5,2,77,2000,15,550000
2022-06,JURONG WEST ST 65,673B,3,110,5,5,79,2002,15,560000
2022-06,JURONG WEST ST 65,636,3,110,5,2,78,2001,15,510000
2022-06,JURONG WEST ST 65,674B,3,110,5,5,79,2002,15,538888
2022-06,JURONG WEST ST 73,748,3,122,5,2,67,1990,15,500000
2022-06,JURONG WEST ST 81,847,3,132,5,1,72,1996,16,512000
2022-06,JURONG WEST ST 81,812,3,121,5,1,66,1990,15,455000
2022-06,JURONG WEST ST 91,940,3,121,5,1,66,1989,15,472000
2022-06,JURONG WEST ST 91,909,3,127,5,3,65,1989,15,525000
2022-06,JURONG WEST ST 91,919,3,122,5,3,65,1988,15,475000
2022-06,JURONG WEST ST 91,911,3,122,5,4,65,1989,15,485000
2022-06,JURONG WEST ST 92,921,3,122,5,3,65,1988,15,485000
2022-06,JURONG WEST ST 93,987A,3,110,5,6,85,2008,14,575000
2022-06,JURONG WEST ST 93,987A,3,110,5,3,85,2008,14,552000
2022-06,JURONG WEST ST 93,989C,3,112,5,5,85,2008,14,550000
2022-06,KANG CHING RD,353,3,120,5,4,73,1997,15,585000
2022-06,YUAN CHING RD,138D,3,108,5,4,91,2014,9,800000
2022-06,YUNG LOH RD,158,3,128,5,6,72,1996,15,590000
2022-06,JURONG WEST CTRL 1,695,3,142,7,4,74,1998,14,750000
2022-06,JURONG WEST ST 41,472,3,151,7,3,62,1985,7,728000
2022-06,JURONG WEST ST 42,549,3,150,7,3,62,1986,7,720000
2022-06,JURONG WEST ST 42,556,3,159,7,4,63,1986,7,700000
2022-06,JURONG WEST ST 61,656A,3,133,7,1,78,2002,10,615000
2022-06,JURONG WEST ST 62,601,3,134,7,2,77,2001,14,622000
2022-06,JURONG WEST ST 64,669B,3,130,7,2,77,2000,10,610000
2022-06,JURONG WEST ST 81,831,3,145,7,4,70,1993,10,638888
2022-06,TAH CHING RD,332,3,143,7,1,73,1997,7,750000
2022-06,YUNG HO RD,151,3,151,7,5,67,1990,7,725000
2022-06,YUNG PING RD,161,3,146,7,1,73,1997,10,610000
2022-07,BOON LAY DR,180A,3,47,2,3,90,2014,16,300000
2022-07,BOON LAY AVE,217B,3,68,3,2,95,2018,16,420000
2022-07,BOON LAY AVE,187,3,68,3,2,55,1978,15,326888
2022-07,BOON LAY AVE,185,3,59,3,1,52,1975,15,269000
2022-07,BOON LAY AVE,217B,3,68,3,2,95,2018,16,428000
2022-07,BOON LAY AVE,185,3,59,3,4,52,1975,15,273000
2022-07,BOON LAY DR,176,3,59,3,2,55,1978,15,295000
2022-07,BOON LAY DR,174,3,59,3,4,55,1978,15,300000
2022-07,BOON LAY PL,211,3,65,3,6,53,1976,15,325000
2022-07,BOON LAY PL,212,3,66,3,1,51,1974,15,290000
2022-07,BOON LAY PL,209,3,65,3,1,52,1976,15,295000
2022-07,BOON LAY PL,208,3,65,3,2,53,1976,15,303888
2022-07,HO CHING RD,119,3,67,3,1,48,1972,15,265000
2022-07,HO CHING RD,114,3,67,3,3,47,1971,15,268000
2022-07,HO CHING RD,119,3,67,3,3,48,1972,15,272000
2022-07,JURONG WEST CTRL 3,698B,3,68,3,2,94,2017,16,450000
2022-07,JURONG WEST ST 41,457,3,73,3,2,60,1984,16,375000
2022-07,JURONG WEST ST 42,421,3,64,3,2,62,1985,19,316000
2022-07,JURONG WEST ST 42,544,3,74,3,2,61,1984,16,355000
2022-07,JURONG WEST ST 42,560A,3,68,3,1,94,2018,16,395000
2022-07,JURONG WEST ST 42,561A,3,68,3,1,94,2018,16,405000
2022-07,JURONG WEST ST 42,561B,3,68,3,4,94,2018,16,405000
2022-07,JURONG WEST ST 52,510,3,74,3,2,60,1984,16,382000
2022-07,JURONG WEST ST 52,515,3,75,3,3,61,1984,16,377000
2022-07,JURONG WEST ST 52,536,3,67,3,3,60,1983,20,358000
2022-07,JURONG WEST ST 52,524,3,67,3,2,58,1982,20,340000
2022-07,JURONG WEST ST 91,915,3,73,3,4,65,1988,16,345000
2022-07,JURONG WEST ST 91,914,3,73,3,3,65,1988,16,350000
2022-07,JURONG WEST ST 91,914,3,73,3,4,65,1988,16,345000
2022-07,JURONG WEST ST 92,928,3,73,3,2,65,1988,16,338000
2022-07,TAO CHING RD,113,3,67,3,3,48,1971,15,260000
2022-07,BOON LAY AVE,217A,3,94,4,4,95,2018,16,578888
2022-07,BOON LAY AVE,217B,3,94,4,4,95,2018,16,552000
2022-07,BOON LAY AVE,218C,3,94,4,5,95,2018,16,550000
2022-07,BOON LAY AVE,218B,3,94,4,3,95,2018,16,552500
2022-07,BOON LAY DR,196B,3,93,4,5,91,2015,16,562000
2022-07,JURONG WEST AVE 1,484,3,94,4,3,62,1985,20,408000
2022-07,JURONG WEST AVE 1,436,3,111,4,1,62,1985,16,400000
2022-07,JURONG WEST AVE 5,723,3,104,4,2,67,1990,16,430000
2022-07,JURONG WEST CTRL 3,697C,3,83,4,1,94,2017,16,595000
2022-07,JURONG WEST ST 42,550,3,109,4,1,61,1985,16,420000
2022-07,JURONG WEST ST 42,561B,3,93,4,3,94,2018,16,580000
2022-07,JURONG WEST ST 42,449,3,102,4,2,61,1985,16,470000
2022-07,JURONG WEST ST 42,560A,3,93,4,4,94,2018,16,568000
2022-07,JURONG WEST ST 42,561A,3,93,4,4,94,2018,16,560000
2022-07,JURONG WEST ST 42,421,3,89,4,3,62,1985,19,430000
2022-07,JURONG WEST ST 42,560A,3,93,4,2,94,2018,16,528000
2022-07,JURONG WEST ST 42,406,3,106,4,1,61,1984,16,428000
2022-07,JURONG WEST ST 42,555,3,104,4,3,61,1985,16,470000
2022-07,JURONG WEST ST 42,419,3,84,4,3,61,1985,19,428000
2022-07,JURONG WEST ST 52,516,3,107,4,1,61,1984,16,485000
2022-07,JURONG WEST ST 52,510,3,106,4,4,60,1984,16,590000
2022-07,JURONG WEST ST 52,517D,3,95,4,1,76,2000,16,575000
2022-07,JURONG WEST ST 52,521,3,94,4,1,59,1982,20,470000
2022-07,JURONG WEST ST 61,649B,3,91,4,2,77,2001,16,496000
2022-07,JURONG WEST ST 61,649B,3,91,4,2,77,2001,16,475000
2022-07,JURONG WEST ST 61,655A,3,86,4,4,79,2002,18,445000
2022-07,JURONG WEST ST 61,649A,3,91,4,1,77,2000,16,410000
2022-07,JURONG WEST ST 62,602,3,95,4,3,77,2001,14,530000
2022-07,JURONG WEST ST 64,675A,3,91,4,5,85,2008,14,470000
2022-07,JURONG WEST ST 64,668D,3,90,4,3,77,2000,18,490000
2022-07,JURONG WEST ST 64,677A,3,93,4,4,84,2008,14,481500
2022-07,JURONG WEST ST 65,659D,3,91,4,3,78,2001,16,500000
2022-07,JURONG WEST ST 71,718,3,103,4,3,67,1991,16,448000
2022-07,JURONG WEST ST 71,705,3,113,4,2,72,1995,16,484000
2022-07,JURONG WEST ST 71,718,3,104,4,1,67,1991,16,425000
2022-07,JURONG WEST ST 72,724,3,104,4,2,67,1990,16,425000
2022-07,JURONG WEST ST 81,810,3,107,4,2,70,1993,16,428000
2022-07,JURONG WEST ST 81,824,3,104,4,2,66,1990,16,421000
2022-07,JURONG WEST ST 91,905,3,108,4,2,65,1988,16,405000
2022-07,JURONG WEST ST 91,919,3,103,4,1,65,1988,16,400000
2022-07,JURONG WEST ST 91,917,3,103,4,4,65,1988,16,445000
2022-07,JURONG WEST ST 91,902,3,104,4,4,65,1988,16,419000
2022-07,JURONG WEST ST 91,917,3,103,4,4,65,1988,16,412000
2022-07,JURONG WEST ST 93,987B,3,93,4,3,85,2008,14,505000
2022-07,KANG CHING RD,339A,3,89,4,6,88,2012,16,538000
2022-07,YUAN CHING RD,138B,3,89,4,1,91,2014,9,588000
2022-07,YUNG HO RD,153,3,104,4,2,67,1990,16,427000
2022-07,YUNG SHENG RD,184,3,95,4,6,77,2001,16,462000
2022-07,YUNG SHENG RD,184,3,95,4,2,77,2001,16,448100
2022-07,YUNG SHENG RD,181,3,90,4,5,77,2001,16,462000
2022-07,BOON LAY AVE,218B,3,114,5,4,95,2018,15,682888
2022-07,CORPORATION DR,351,3,121,5,4,74,1997,15,610000
2022-07,JURONG WEST AVE 1,437,3,133,5,5,61,1985,16,600000
2022-07,JURONG WEST AVE 1,437,3,135,5,3,61,1985,16,568000
2022-07,JURONG WEST AVE 3,273A,3,111,5,5,78,2001,15,505000
2022-07,JURONG WEST AVE 5,721,3,121,5,1,66,1989,15,458000
2022-07,JURONG WEST CTRL 1,693,3,127,5,4,74,1998,14,608000
2022-07,JURONG WEST CTRL 1,691,3,120,5,5,74,1998,14,628000
2022-07,JURONG WEST CTRL 1,695,3,123,5,1,74,1998,14,668000
2022-07,JURONG WEST CTRL 1,682B,3,115,5,6,77,2000,14,613000
2022-07,JURONG WEST CTRL 1,690,3,119,5,4,74,1998,14,648000
2022-07,JURONG WEST CTRL 3,697C,3,113,5,2,94,2017,15,735000
2022-07,JURONG WEST CTRL 3,697A,3,113,5,3,94,2017,15,780000
2022-07,JURONG WEST ST 25,275C,3,111,5,5,78,2002,15,510000
2022-07,JURONG WEST ST 41,461,3,121,5,2,61,1985,15,520000
2022-07,JURONG WEST ST 42,555,3,133,5,1,61,1985,16,540000
2022-07,JURONG WEST ST 42,551,3,138,5,4,61,1985,16,720000
2022-07,JURONG WEST ST 61,652A,3,110,5,5,78,2002,15,590000
2022-07,JURONG WEST ST 61,625,3,110,5,3,77,2001,15,528000
2022-07,JURONG WEST ST 61,652A,3,110,5,3,78,2002,15,560000
2022-07,JURONG WEST ST 61,652B,3,111,5,1,79,2002,15,533000
2022-07,JURONG WEST ST 61,654A,3,111,5,2,79,2002,15,545000
2022-07,JURONG WEST ST 61,639,3,120,5,4,75,1998,15,588000
2022-07,JURONG WEST ST 64,664C,3,110,5,5,77,2000,15,612000
2022-07,JURONG WEST ST 65,670A,3,110,5,2,79,2002,15,510000
2022-07,JURONG WEST ST 65,620,3,110,5,4,77,2000,15,525000
2022-07,JURONG WEST ST 65,636,3,110,5,5,78,2001,15,553000
2022-07,JURONG WEST ST 65,667D,3,110,5,5,76,2000,15,560000
2022-07,JURONG WEST ST 73,743,3,122,5,3,69,1992,15,518000
2022-07,JURONG WEST ST 74,756,3,127,5,3,73,1996,15,555000
2022-07,JURONG WEST ST 81,854,3,123,5,4,73,1996,15,520000
2022-07,JURONG WEST ST 81,811,3,129,5,3,70,1993,15,510000
2022-07,JURONG WEST ST 91,902,3,121,5,1,65,1988,15,470000
2022-07,JURONG WEST ST 93,989A,3,110,5,6,85,2008,14,555000
2022-07,JURONG WEST ST 93,987C,3,110,5,2,82,2006,14,550000
2022-07,JURONG WEST ST 93,989D,3,112,5,4,85,2008,14,550000
2022-07,KANG CHING RD,354,3,122,5,1,73,1997,15,560000
2022-07,YUAN CHING RD,138C,3,108,5,2,91,2014,9,737000
2022-07,YUAN CHING RD,138A,3,105,5,2,91,2014,9,688000
2022-07,JURONG WEST AVE 3,274A,3,126,7,4,78,2001,10,650000
2022-07,JURONG WEST CTRL 1,694,3,142,7,2,74,1998,14,728000
2022-07,JURONG WEST ST 41,472,3,151,7,1,62,1985,7,658000
2022-07,JURONG WEST ST 61,656B,3,132,7,5,78,2001,10,675000
2022-07,JURONG WEST ST 61,656C,3,132,7,6,78,2001,10,690000
2022-07,JURONG WEST ST 62,605,3,133,7,3,77,2001,14,660000
2022-07,JURONG WEST ST 64,669C,3,130,7,2,77,2000,10,652000
2022-07,JURONG WEST ST 64,669C,3,130,7,3,77,2000,10,675000
2022-07,JURONG WEST ST 65,671A,3,126,7,6,79,2002,10,720000
2022-07,JURONG WEST ST 65,671C,3,125,7,4,79,2002,10,658000
2022-07,JURONG WEST ST 65,666B,3,130,7,1,76,2000,10,618000
2022-07,JURONG WEST ST 71,709,3,143,7,4,70,1993,10,663888
2022-07,JURONG WEST ST 71,702,3,144,7,5,70,1993,10,738000
2022-07,JURONG WEST ST 81,842,3,148,7,4,70,1993,10,618888
2022-07,JURONG WEST ST 91,910,3,145,7,1,65,1988,7,645000
2022-07,YUNG PING RD,161,3,147,7,3,73,1997,10,688000
2022-07,YUNG PING RD,159,3,144,7,1,72,1996,7,660000
2022-08,BOON LAY AVE,186,3,59,3,1,52,1975,15,245000
