Month,Street Name,block,Town Index,Floor Area (sqm),Flat Type Index,Storey Index,Remaining Years,Lease Commence Date,Flat Model Index,Resale Price
2022-01,YISHUN AVE 11,424A,1,47,2,4,93,2015,16,293000
2022-01,YISHUN AVE 11,424A,1,47,2,4,93,2015,16,280000
2022-01,YISHUN AVE 11,459,1,48,2,3,90,2013,16,270000
2022-01,YISHUN AVE 4,672A,1,38,2,4,95,2018,16,273000
2022-01,YISHUN AVE 4,672A,1,38,2,4,95,2018,16,302000
2022-01,YISHUN AVE 11,348B,1,67,3,4,90,2013,9,470000
2022-01,YISHUN AVE 11,424A,1,67,3,4,93,2015,16,380000
2022-01,YISHUN AVE 11,348D,1,67,3,5,90,2013,9,467000
2022-01,YISHUN AVE 11,459,1,67,3,2,90,2013,16,375000
2022-01,YISHUN AVE 4,671A,1,68,3,2,95,2018,16,368000
2022-01,YISHUN AVE 4,672A,1,68,3,4,95,2018,16,450000
2022-01,YISHUN AVE 4,508A,1,68,3,5,95,2018,16,391000
2022-01,YISHUN AVE 4,672B,1,68,3,2,95,2018,16,391000
2022-01,YISHUN AVE 4,672A,1,68,3,3,95,2018,16,415000
2022-01,YISHUN AVE 4,508A,1,68,3,4,95,2018,16,405000
2022-01,YISHUN AVE 4,508A,1,68,3,3,95,2018,16,400000
2022-01,YISHUN AVE 4,506B,1,68,3,4,95,2018,16,408888
2022-01,YISHUN AVE 5,709,1,68,3,4,61,1984,20,345000
2022-01,YISHUN AVE 5,703,1,82,3,1,61,1984,20,350000
2022-01,YISHUN AVE 5,734,1,82,3,1,62,1985,20,370000
2022-01,YISHUN AVE 5,708,1,67,3,1,61,1984,20,318000
2022-01,YISHUN AVE 5,741,1,67,3,2,62,1985,20,370000
2022-01,YISHUN AVE 6,285,1,64,3,2,65,1988,19,328000
2022-01,YISHUN AVE 6,287,1,74,3,2,62,1985,16,335000
2022-01,YISHUN AVE 6,287,1,74,3,3,62,1985,16,330000
2022-01,YISHUN RING RD,241,1,67,3,3,64,1986,20,340000
2022-01,YISHUN RING RD,813A,1,67,3,4,95,2018,16,458000
2022-01,YISHUN RING RD,103,1,67,3,1,62,1985,20,318000
2022-01,YISHUN RING RD,107,1,67,3,4,59,1982,20,330000
2022-01,YISHUN RING RD,342B,1,68,3,1,93,2016,14,368000
2022-01,YISHUN ST 11,158,1,68,3,1,63,1985,20,345000
2022-01,YISHUN ST 11,144,1,68,3,2,61,1984,20,377000
2022-01,YISHUN ST 11,127,1,72,3,1,62,1984,20,340000
2022-01,YISHUN ST 11,128,1,74,3,2,62,1985,16,366000
2022-01,YISHUN ST 11,146,1,67,3,4,62,1985,20,370000
2022-01,YISHUN ST 11,151,1,67,3,3,62,1985,20,360000
2022-01,YISHUN ST 11,152,1,66,3,1,62,1985,20,350000
2022-01,YISHUN ST 21,225,1,67,3,4,63,1985,20,360000
2022-01,YISHUN ST 21,216,1,68,3,2,62,1985,20,355000
2022-01,YISHUN ST 21,225,1,67,3,4,62,1985,20,360000
2022-01,YISHUN ST 21,208,1,67,3,3,62,1985,20,368000
2022-01,YISHUN ST 21,204,1,67,3,1,62,1985,20,350000
2022-01,YISHUN ST 21,226,1,67,3,2,62,1985,20,330000
2022-01,YISHUN ST 51,502A,1,67,3,2,95,2018,16,395000
2022-01,YISHUN ST 51,501A,1,67,3,2,95,2018,16,385500
2022-01,YISHUN ST 51,501A,1,67,3,2,95,2018,16,395000
2022-01,YISHUN ST 51,512B,1,68,3,4,94,2017,16,400000
2022-01,YISHUN ST 61,645,1,64,3,1,69,1992,19,340000
2022-01,YISHUN ST 81,833,1,73,3,1,65,1988,16,348000
2022-01,YISHUN AVE 1,431A,1,92,4,3,92,2015,16,490000
2022-01,YISHUN AVE 11,348C,1,92,4,5,90,2013,9,628000
2022-01,YISHUN AVE 11,426B,1,92,4,3,92,2015,16,465000
2022-01,YISHUN AVE 11,348B,1,92,4,4,90,2013,9,640000
2022-01,YISHUN AVE 11,416,1,108,4,1,70,1993,16,429000
2022-01,YISHUN AVE 11,427,1,104,4,4,65,1988,16,468000
2022-01,YISHUN AVE 11,430A,1,92,4,2,93,2015,16,470000
2022-01,YISHUN AVE 11,343,1,108,4,2,65,1988,16,400000
2022-01,YISHUN AVE 11,439,1,84,4,3,65,1988,19,350000
2022-01,YISHUN AVE 11,430A,1,92,4,4,92,2015,16,488000
2022-01,YISHUN AVE 11,425,1,84,4,4,65,1988,19,390000
2022-01,YISHUN AVE 11,426C,1,92,4,2,92,2015,16,455000
2022-01,YISHUN AVE 3,766,1,104,4,2,62,1985,16,435000
2022-01,YISHUN AVE 4,506B,1,93,4,4,95,2018,16,505000
2022-01,YISHUN AVE 4,660,1,104,4,3,64,1987,16,458000
2022-01,YISHUN AVE 4,660,1,84,4,3,64,1987,19,410000
2022-01,YISHUN AVE 4,671B,1,93,4,3,95,2018,16,500000
2022-01,YISHUN AVE 4,672B,1,93,4,4,95,2018,16,550000
2022-01,YISHUN AVE 4,506C,1,93,4,3,95,2018,16,527000
2022-01,YISHUN AVE 4,662,1,104,4,1,64,1987,16,440000
2022-01,YISHUN AVE 4,507A,1,93,4,5,95,2018,16,510000
2022-01,YISHUN AVE 4,672B,1,93,4,4,95,2018,16,530000
2022-01,YISHUN AVE 4,860,1,104,4,2,65,1988,16,455888
2022-01,YISHUN AVE 4,861,1,105,4,3,66,1989,16,433000
2022-01,YISHUN AVE 6,288,1,109,4,1,64,1987,16,395000
2022-01,YISHUN AVE 6,435,1,84,4,1,65,1988,19,380000
2022-01,YISHUN AVE 6,403,1,104,4,2,65,1988,16,435000
2022-01,YISHUN AVE 6,289,1,84,4,2,64,1987,19,380000
2022-01,YISHUN AVE 6,389,1,104,4,4,65,1988,16,420000
2022-01,YISHUN AVE 6,408,1,84,4,3,65,1988,19,380000
2022-01,YISHUN AVE 6,433,1,84,4,1,65,1988,19,390000
2022-01,YISHUN AVE 6,286,1,108,4,3,64,1987,16,430000
2022-01,YISHUN AVE 6,389,1,104,4,2,65,1988,16,410000
2022-01,YISHUN AVE 7,170,1,104,4,1,63,1986,16,415000
2022-01,YISHUN AVE 7,173,1,83,4,2,64,1987,19,360000
2022-01,YISHUN AVE 9,315A,1,92,4,2,92,2015,16,470000
2022-01,YISHUN AVE 9,318B,1,92,4,5,92,2015,16,510000
2022-01,YISHUN AVE 9,247,1,84,4,1,62,1985,19,388000
2022-01,YISHUN AVE 9,316A,1,92,4,2,92,2015,16,495000
2022-01,YISHUN CTRL,302,1,104,4,1,65,1988,16,433000
2022-01,YISHUN CTRL,303,1,104,4,2,65,1988,16,430000
2022-01,YISHUN RING RD,780,1,84,4,1,65,1988,19,370000
2022-01,YISHUN RING RD,798,1,103,4,2,63,1986,16,480000
2022-01,YISHUN RING RD,139,1,98,4,4,61,1984,20,455000
2022-01,YISHUN RING RD,617,1,103,4,1,65,1988,16,448000
2022-01,YISHUN RING RD,311,1,104,4,2,64,1987,16,458000
2022-01,YISHUN RING RD,806,1,104,4,3,64,1987,16,480000
2022-01,YISHUN RING RD,452,1,92,4,1,89,2012,16,435000
2022-01,YISHUN RING RD,329,1,84,4,1,65,1988,19,362000
2022-01,YISHUN RING RD,621,1,107,4,1,65,1988,16,435000
2022-01,YISHUN RING RD,331,1,104,4,2,65,1988,16,405000
2022-01,YISHUN RING RD,143,1,93,4,1,62,1985,20,425000
2022-01,YISHUN RING RD,167,1,84,4,1,65,1987,19,370000
2022-01,YISHUN RING RD,388,1,104,4,2,65,1988,16,400000
2022-01,YISHUN RING RD,342B,1,96,4,4,93,2016,14,520000
2022-01,YISHUN ST 11,134,1,93,4,1,61,1984,20,395000
2022-01,YISHUN ST 11,126,1,91,4,1,61,1984,20,430000
2022-01,YISHUN ST 20,296,1,90,4,4,78,2000,16,450000
2022-01,YISHUN ST 20,296,1,91,4,3,77,2000,16,440000
2022-01,YISHUN ST 22,278,1,84,4,2,62,1985,19,370888
2022-01,YISHUN ST 22,280,1,104,4,2,62,1985,16,396000
2022-01,YISHUN ST 31,333A,1,92,4,5,92,2015,16,480000
2022-01,YISHUN ST 31,336B,1,92,4,5,92,2015,16,500000
2022-01,YISHUN ST 31,334D,1,92,4,2,92,2015,16,470000
2022-01,YISHUN ST 31,336B,1,92,4,4,92,2015,16,485000
2022-01,YISHUN ST 51,511A,1,93,4,2,94,2017,16,470000
2022-01,YISHUN ST 51,501A,1,92,4,3,95,2018,16,535000
2022-01,YISHUN ST 51,505C,1,93,4,2,93,2016,16,475000
2022-01,YISHUN ST 51,511B,1,93,4,5,94,2017,16,500000
2022-01,YISHUN ST 51,502D,1,92,4,4,95,2018,16,530000
2022-01,YISHUN ST 61,629,1,105,4,2,65,1988,16,468000
2022-01,YISHUN ST 61,647,1,83,4,3,64,1987,19,378000
2022-01,YISHUN ST 61,610,1,104,4,4,63,1986,16,465000
2022-01,YISHUN ST 61,626,1,103,4,2,64,1987,16,470000
2022-01,YISHUN ST 61,646,1,104,4,2,64,1987,16,490000
2022-01,YISHUN ST 71,726,1,104,4,2,62,1985,16,456000
2022-01,YISHUN ST 71,729,1,84,4,2,64,1987,19,380000
2022-01,YISHUN ST 71,730,1,84,4,3,64,1987,19,420000
2022-01,YISHUN ST 71,728,1,89,4,2,64,1987,19,390000
2022-01,YISHUN ST 72,750,1,91,4,1,61,1984,20,428000
2022-01,YISHUN ST 72,755,1,84,4,3,63,1986,19,415000
2022-01,YISHUN ST 72,752,1,91,4,4,61,1984,20,460000
2022-01,YISHUN ST 72,762,1,104,4,4,62,1985,16,480000
2022-01,YISHUN ST 81,821,1,104,4,2,65,1987,16,450000
2022-01,YISHUN ST 81,867,1,104,4,4,65,1988,16,500000
2022-01,YISHUN ST 81,879,1,84,4,4,64,1987,19,430000
2022-01,YISHUN ST 81,825,1,103,4,2,65,1988,16,473000
2022-01,YISHUN AVE 1,432C,1,112,5,2,92,2015,15,585000
2022-01,YISHUN AVE 1,432A,1,112,5,5,92,2015,15,570000
2022-01,YISHUN AVE 11,428B,1,112,5,3,92,2015,15,552000
2022-01,YISHUN AVE 11,426D,1,112,5,2,92,2015,15,535000
2022-01,YISHUN AVE 11,419,1,123,5,1,70,1993,15,540000
2022-01,YISHUN AVE 11,348A,1,112,5,2,90,2013,9,768000
2022-01,YISHUN AVE 11,349,1,121,5,3,65,1988,15,520000
2022-01,YISHUN AVE 11,426A,1,112,5,1,92,2015,15,539000
2022-01,YISHUN AVE 4,663,1,121,5,1,64,1987,15,523000
2022-01,YISHUN AVE 4,863,1,122,5,3,65,1988,15,560000
2022-01,YISHUN AVE 4,651,1,121,5,3,64,1987,15,530000
2022-01,YISHUN AVE 9,317A,1,112,5,4,92,2015,15,626000
2022-01,YISHUN AVE 9,318A,1,112,5,5,92,2015,15,635000
2022-01,YISHUN AVE 9,318A,1,112,5,5,92,2015,15,638000
2022-01,YISHUN AVE 9,315A,1,112,5,3,92,2015,15,638000
2022-01,YISHUN CTRL 1,928,1,123,5,1,70,1993,15,600000
2022-01,YISHUN RING RD,342A,1,117,5,4,93,2016,14,658000
2022-01,YISHUN RING RD,342A,1,113,5,1,93,2016,14,595000
2022-01,YISHUN RING RD,386,1,122,5,2,65,1988,15,510000
2022-01,YISHUN RING RD,166,1,121,5,3,64,1987,15,530000
2022-01,YISHUN RING RD,240,1,122,5,2,62,1985,15,465000
2022-01,YISHUN RING RD,240,1,121,5,3,62,1985,15,505000
2022-01,YISHUN RING RD,342C,1,117,5,4,93,2016,14,653888
2022-01,YISHUN RING RD,798,1,123,5,2,63,1986,15,570000
2022-01,YISHUN RING RD,386,1,127,5,1,65,1988,15,525000
2022-01,YISHUN ST 11,161,1,130,5,3,62,1985,15,560000
2022-01,YISHUN ST 11,149,1,121,5,2,62,1985,15,588000
2022-01,YISHUN ST 20,297,1,112,5,2,77,2000,15,500000
2022-01,YISHUN ST 21,223,1,134,5,2,63,1986,16,565000
2022-01,YISHUN ST 21,221,1,126,5,4,62,1985,15,590000
2022-01,YISHUN ST 21,232,1,121,5,3,62,1985,15,530000
2022-01,YISHUN ST 31,333A,1,112,5,1,92,2015,15,570000
2022-01,YISHUN ST 51,512C,1,113,5,3,94,2017,15,620000
2022-01,YISHUN ST 51,504C,1,112,5,1,93,2016,15,550000
2022-01,YISHUN ST 51,502B,1,112,5,1,95,2018,15,570000
2022-01,YISHUN ST 51,505D,1,112,5,2,93,2016,15,600000
2022-01,YISHUN ST 51,505C,1,113,5,4,93,2016,15,625000
2022-01,YISHUN ST 51,502D,1,112,5,4,95,2018,15,675000
2022-01,YISHUN ST 51,501B,1,112,5,2,95,2018,15,624000
2022-01,YISHUN ST 61,644,1,121,5,2,65,1988,15,570000
2022-01,YISHUN ST 61,603,1,121,5,1,64,1987,15,545000
2022-01,YISHUN ST 61,636,1,121,5,1,64,1987,15,490000
2022-01,YISHUN AVE 4,654,1,164,7,3,69,1992,10,825000
2022-01,YISHUN AVE 4,661,1,164,7,3,69,1992,10,851000
2022-01,YISHUN AVE 6,392,1,142,7,1,65,1988,10,660000
2022-01,YISHUN CTRL,324,1,142,7,1,65,1988,10,750000
2022-01,YISHUN CTRL,325,1,146,7,4,65,1988,7,709000
2022-01,YISHUN RING RD,355,1,154,7,3,65,1988,7,830000
2022-01,YISHUN ST 61,640A,1,159,7,1,69,1992,10,800000
2022-01,YISHUN ST 61,633,1,164,6,2,65,1987,6,785000
2022-02,YISHUN AVE 11,438,1,40,2,2,77,2000,16,270000
2022-02,YISHUN AVE 4,672A,1,38,2,5,95,2018,16,315000
2022-02,YISHUN AVE 4,671B,1,47,2,5,95,2018,16,297000
2022-02,YISHUN AVE 4,672A,1,47,2,4,95,2018,16,310000
2022-02,YISHUN AVE 11,424B,1,67,3,4,92,2015,16,388888
2022-02,YISHUN AVE 11,459,1,67,3,1,90,2013,16,345000
2022-02,YISHUN AVE 11,429A,1,67,3,4,92,2015,16,381000
2022-02,YISHUN AVE 3,774,1,64,3,1,64,1987,19,320000
2022-02,YISHUN AVE 4,506B,1,68,3,2,95,2018,16,388000
2022-02,YISHUN AVE 4,508A,1,68,3,4,95,2018,16,430000
2022-02,YISHUN AVE 5,101,1,68,3,1,55,1978,20,308000
2022-02,YISHUN AVE 5,708,1,67,3,1,61,1984,20,332000
2022-02,YISHUN AVE 5,101,1,68,3,1,55,1978,20,300000
2022-02,YISHUN AVE 5,741,1,67,3,2,62,1985,20,348000
2022-02,YISHUN AVE 5,740,1,67,3,4,62,1985,20,388000
2022-02,YISHUN AVE 6,284,1,74,3,2,64,1987,16,310000
2022-02,YISHUN RING RD,615,1,73,3,4,65,1988,16,352000
2022-02,YISHUN RING RD,622,1,73,3,3,64,1987,16,385000
2022-02,YISHUN RING RD,402,1,74,3,3,66,1989,16,338000
2022-02,YISHUN RING RD,142,1,68,3,3,61,1984,20,350000
2022-02,YISHUN RING RD,116,1,74,3,2,60,1983,16,350000
2022-02,YISHUN RING RD,136,1,68,3,4,61,1984,20,370000
2022-02,YISHUN RING RD,811,1,69,3,1,64,1987,19,353000
2022-02,YISHUN RING RD,781,1,74,3,1,65,1988,16,348000
2022-02,YISHUN RING RD,342B,1,68,3,4,92,2016,14,405000
2022-02,YISHUN RING RD,402,1,74,3,2,66,1989,16,335000
2022-02,YISHUN RING RD,114,1,74,3,1,60,1983,16,336000
2022-02,YISHUN RING RD,106,1,67,3,2,54,1978,20,340000
2022-02,YISHUN RING RD,111,1,67,3,2,59,1982,20,330000
2022-02,YISHUN ST 11,151,1,67,3,1,62,1985,20,360000
2022-02,YISHUN ST 11,144,1,68,3,1,61,1984,20,341000
2022-02,YISHUN ST 11,131,1,74,3,3,62,1985,16,385000
2022-02,YISHUN ST 21,210,1,67,3,3,62,1985,20,383000
2022-02,YISHUN ST 22,270,1,74,3,2,64,1987,16,330000
2022-02,YISHUN ST 51,511C,1,68,3,5,94,2017,16,400000
2022-02,YISHUN ST 51,501A,1,67,3,4,94,2018,16,401000
2022-02,YISHUN ST 61,641,1,64,3,2,69,1992,19,320000
2022-02,YISHUN ST 71,729,1,64,3,2,64,1987,19,323000
2022-02,YISHUN ST 72,735,1,67,3,4,62,1985,20,358000
2022-02,YISHUN AVE 11,426D,1,92,4,2,92,2015,16,450000
2022-02,YISHUN AVE 11,443,1,96,4,3,89,2012,16,470000
2022-02,YISHUN AVE 11,429B,1,92,4,4,92,2015,16,500000
2022-02,YISHUN AVE 11,424C,1,92,4,4,92,2015,16,466000
2022-02,YISHUN AVE 11,425,1,84,4,4,65,1988,19,405500
2022-02,YISHUN AVE 11,426B,1,92,4,1,92,2015,16,450000
2022-02,YISHUN AVE 11,425,1,84,4,4,65,1988,19,380000
2022-02,YISHUN AVE 11,442,1,92,4,3,89,2012,16,475000
2022-02,YISHUN AVE 11,426C,1,92,4,1,92,2015,16,445000
2022-02,YISHUN AVE 3,774,1,89,4,3,64,1987,19,420000
2022-02,YISHUN AVE 3,770,1,84,4,4,63,1986,19,288000
2022-02,YISHUN AVE 3,772,1,84,4,3,62,1985,19,390000
2022-02,YISHUN AVE 3,773,1,84,4,3,63,1987,19,410000
2022-02,YISHUN AVE 4,508B,1,93,4,4,95,2018,16,530000
2022-02,YISHUN AVE 4,672B,1,93,4,2,95,2018,16,490000
2022-02,YISHUN AVE 4,672B,1,93,4,3,95,2018,16,525000
2022-02,YISHUN AVE 4,672B,1,93,4,2,95,2018,16,510000
2022-02,YISHUN AVE 4,506B,1,93,4,1,95,2018,16,498888
2022-02,YISHUN AVE 4,671B,1,93,4,2,94,2018,16,496000
2022-02,YISHUN AVE 4,509C,1,93,4,2,95,2018,16,473000
2022-02,YISHUN AVE 4,672B,1,93,4,4,94,2018,16,538000
2022-02,YISHUN AVE 6,437,1,84,4,4,65,1988,19,370000
2022-02,YISHUN AVE 6,407,1,84,4,1,65,1988,19,355000
2022-02,YISHUN AVE 6,435,1,84,4,3,65,1988,19,358000
2022-02,YISHUN AVE 9,318A,1,92,4,2,92,2015,16,478000
2022-02,YISHUN AVE 9,315A,1,92,4,4,92,2015,16,506000
2022-02,YISHUN RING RD,241,1,99,4,4,63,1986,20,475880
2022-02,YISHUN RING RD,395,1,84,4,4,65,1988,19,375000
2022-02,YISHUN RING RD,794,1,84,4,4,64,1987,19,434888
2022-02,YISHUN RING RD,311,1,84,4,2,64,1987,19,385000
2022-02,YISHUN RING RD,241,1,93,4,3,63,1986,20,425000
2022-02,YISHUN RING RD,448,1,93,4,1,89,2012,16,450000
2022-02,YISHUN RING RD,331,1,104,4,4,65,1988,16,440000
2022-02,YISHUN RING RD,783,1,104,4,4,64,1987,16,475000
2022-02,YISHUN RING RD,332,1,108,4,2,65,1988,16,420000
2022-02,YISHUN RING RD,167,1,84,4,3,64,1987,19,382000
2022-02,YISHUN RING RD,450,1,92,4,2,89,2012,16,485000
2022-02,YISHUN RING RD,254,1,84,4,4,62,1985,19,385000
2022-02,YISHUN ST 11,148,1,93,4,3,62,1985,20,438000
2022-02,YISHUN ST 21,221,1,96,4,4,62,1985,20,442888
2022-02,YISHUN ST 21,206,1,93,4,1,61,1985,20,405000
2022-02,YISHUN ST 21,217,1,93,4,2,62,1985,20,450000
2022-02,YISHUN ST 22,259,1,84,4,3,63,1986,19,390000
2022-02,YISHUN ST 31,334C,1,92,4,1,92,2015,16,458000
2022-02,YISHUN ST 41,457,1,93,4,2,90,2013,16,446000
2022-02,YISHUN ST 51,505B,1,93,4,2,93,2016,16,520000
2022-02,YISHUN ST 51,504A,1,93,4,4,93,2016,16,515000
2022-02,YISHUN ST 51,512A,1,93,4,1,94,2017,16,450000
2022-02,YISHUN ST 51,502C,1,92,4,1,95,2018,16,480000
2022-02,YISHUN ST 51,511B,1,93,4,4,94,2017,16,545000
2022-02,YISHUN ST 61,638,1,84,4,4,64,1987,19,390000
2022-02,YISHUN ST 61,638,1,84,4,1,64,1987,19,385000
2022-02,YISHUN ST 72,751,1,91,4,3,61,1984,20,446000
2022-02,YISHUN ST 72,737,1,91,4,3,61,1985,20,453000
2022-02,YISHUN ST 72,751,1,91,4,1,61,1984,20,400000
2022-02,YISHUN ST 72,752,1,91,4,2,61,1984,20,435000
2022-02,YISHUN ST 81,865,1,104,4,3,65,1988,16,438000
2022-02,YISHUN ST 81,867,1,84,4,4,65,1988,19,395000
2022-02,YISHUN AVE 11,426D,1,112,5,2,92,2015,15,558888
2022-02,YISHUN AVE 4,509C,1,113,5,3,95,2018,15,630000
2022-02,YISHUN AVE 5,703,1,136,5,2,60,1984,11,620800
2022-02,YISHUN AVE 9,315B,1,112,5,4,92,2015,15,646000
2022-02,YISHUN AVE 9,315A,1,112,5,5,92,2015,15,658800
2022-02,YISHUN CTRL,305,1,122,5,1,65,1988,15,520000
2022-02,YISHUN RING RD,620,1,121,5,3,64,1987,15,595000
2022-02,YISHUN RING RD,115A,1,112,5,1,78,2001,15,500000
2022-02,YISHUN RING RD,809,1,122,5,4,64,1987,15,638000
2022-02,YISHUN RING RD,775,1,132,5,4,63,1986,15,570000
2022-02,YISHUN RING RD,357,1,127,5,3,65,1988,15,628000
2022-02,YISHUN RING RD,342A,1,113,5,1,92,2016,14,580000
2022-02,YISHUN ST 21,213,1,123,5,2,62,1985,15,542000
2022-02,YISHUN ST 21,221,1,126,5,1,62,1985,15,520000
2022-02,YISHUN ST 51,511B,1,113,5,2,94,2017,15,580000
2022-02,YISHUN ST 51,504C,1,112,5,3,93,2016,15,645000
2022-02,YISHUN ST 51,511B,1,113,5,2,94,2017,15,615000
2022-02,YISHUN ST 51,502D,1,112,5,2,95,2018,15,630000
2022-02,YISHUN ST 51,504C,1,113,5,2,93,2016,15,620000
2022-02,YISHUN ST 51,505A,1,112,5,4,93,2016,15,650000
2022-02,YISHUN ST 61,613,1,121,5,3,64,1987,15,560000
2022-02,YISHUN ST 61,647,1,121,5,2,64,1987,15,510000
2022-02,YISHUN ST 71,730,1,122,5,1,64,1987,15,450000
2022-02,YISHUN ST 81,841,1,127,5,3,65,1988,15,645000
2022-02,YISHUN AVE 4,664,1,164,7,3,69,1992,10,859000
2022-02,YISHUN AVE 4,664,1,181,7,4,69,1992,10,888000
2022-02,YISHUN AVE 4,652,1,187,7,2,69,1992,10,1038000
2022-02,YISHUN CTRL,324,1,142,7,2,65,1988,10,680000
2022-02,YISHUN ST 81,824,1,146,7,4,64,1987,7,800000
2022-02,YISHUN ST 81,822,1,160,7,1,69,1992,10,810000
2022-02,YISHUN ST 61,633,1,171,6,2,64,1987,6,842000
2022-02,YISHUN ST 61,632,1,164,6,4,64,1987,6,845000
2022-03,YISHUN AVE 11,424B,1,47,2,1,92,2015,16,280000
2022-03,YISHUN AVE 11,424B,1,47,2,1,92,2015,16,290000
2022-03,YISHUN AVE 11,429A,1,67,3,3,92,2015,16,374000
2022-03,YISHUN AVE 11,348B,1,67,3,4,90,2013,9,450000
2022-03,YISHUN AVE 11,424C,1,67,3,3,92,2015,16,400000
2022-03,YISHUN AVE 3,774,1,64,3,2,63,1987,19,330000
2022-03,YISHUN AVE 4,672B,1,68,3,3,94,2018,16,405000
2022-03,YISHUN AVE 4,671A,1,68,3,2,94,2018,16,428000
2022-03,YISHUN AVE 4,508A,1,68,3,1,95,2018,16,400000
2022-03,YISHUN AVE 5,739,1,67,3,1,62,1985,20,350000
2022-03,YISHUN AVE 5,742,1,67,3,3,62,1985,20,378000
2022-03,YISHUN AVE 5,701,1,68,3,2,60,1984,20,335000
2022-03,YISHUN AVE 5,705,1,67,3,2,61,1984,20,340000
2022-03,YISHUN AVE 6,284,1,74,3,2,64,1987,16,348000
2022-03,YISHUN AVE 6,397,1,73,3,3,66,1989,16,350000
2022-03,YISHUN RING RD,108,1,67,3,3,61,1985,20,340000
2022-03,YISHUN RING RD,813B,1,67,3,3,95,2018,16,470000
2022-03,YISHUN RING RD,137,1,68,3,3,61,1985,20,346000
2022-03,YISHUN RING RD,342B,1,68,3,2,92,2016,14,400000
2022-03,YISHUN RING RD,813B,1,67,3,3,95,2018,16,460000
2022-03,YISHUN RING RD,365,1,74,3,1,66,1989,16,335000
2022-03,YISHUN RING RD,802,1,74,3,2,64,1987,16,370000
2022-03,YISHUN RING RD,781,1,74,3,2,65,1988,16,355800
2022-03,YISHUN RING RD,354,1,74,3,4,65,1989,16,368000
2022-03,YISHUN RING RD,813B,1,67,3,2,95,2018,16,438000
2022-03,YISHUN RING RD,138,1,68,3,1,61,1984,20,332000
2022-03,YISHUN RING RD,618,1,64,3,3,69,1992,19,360000
2022-03,YISHUN RING RD,114,1,74,3,2,60,1983,16,348000
2022-03,YISHUN ST 11,125,1,67,3,4,61,1984,20,330000
2022-03,YISHUN ST 11,121,1,67,3,2,61,1984,20,337000
2022-03,YISHUN ST 11,134,1,68,3,4,61,1984,20,350000
2022-03,YISHUN ST 11,148,1,67,3,4,62,1985,20,368000
2022-03,YISHUN ST 11,123,1,68,3,3,62,1985,20,320000
2022-03,YISHUN ST 11,153,1,67,3,3,62,1986,20,370000
2022-03,YISHUN ST 11,158,1,68,3,1,62,1985,20,350000
2022-03,YISHUN ST 11,128,1,74,3,3,61,1985,16,348000
2022-03,YISHUN ST 11,129,1,67,3,1,61,1984,20,325000
2022-03,YISHUN ST 21,228,1,67,3,2,62,1985,20,325000
2022-03,YISHUN ST 21,233,1,67,3,1,62,1985,20,327000
2022-03,YISHUN ST 21,234,1,67,3,2,62,1985,20,362800
2022-03,YISHUN ST 31,333B,1,67,3,1,92,2015,16,377000
2022-03,YISHUN ST 31,335A,1,67,3,4,92,2015,16,402888
2022-03,YISHUN ST 51,502A,1,67,3,1,94,2018,16,392000
2022-03,YISHUN ST 51,512B,1,68,3,5,94,2017,16,410000
2022-03,YISHUN ST 51,504A,1,68,3,3,93,2016,16,400000
2022-03,YISHUN ST 51,512B,1,68,3,2,94,2017,16,390000
2022-03,YISHUN ST 51,504A,1,68,3,3,93,2016,16,398000
2022-03,YISHUN ST 51,502A,1,67,3,3,94,2018,16,410000
2022-03,YISHUN ST 72,736,1,67,3,4,61,1984,20,350000
2022-03,YISHUN ST 72,736,1,67,3,2,61,1984,20,358000
2022-03,YISHUN ST 72,735,1,67,3,1,62,1985,20,335000
2022-03,YISHUN ST 72,736,1,67,3,4,61,1984,20,370000
2022-03,YISHUN ST 72,746,1,67,3,4,61,1984,20,370000
2022-03,YISHUN ST 81,833,1,73,3,2,65,1988,16,350000
2022-03,YISHUN AVE 11,430A,1,92,4,1,92,2015,16,460000
2022-03,YISHUN AVE 11,424C,1,92,4,4,92,2015,16,480000
2022-03,YISHUN AVE 11,439,1,104,4,1,65,1988,16,418000
2022-03,YISHUN AVE 11,348C,1,92,4,2,90,2013,9,635000
2022-03,YISHUN AVE 11,349,1,104,4,3,65,1988,16,465000
2022-03,YISHUN AVE 11,439,1,84,4,4,65,1988,19,395000
2022-03,YISHUN AVE 11,419,1,104,4,4,69,1993,16,431000
2022-03,YISHUN AVE 11,428B,1,92,4,2,92,2015,16,460000
2022-03,YISHUN AVE 11,458,1,93,4,1,90,2013,16,450000
2022-03,YISHUN AVE 2,785,1,84,4,4,65,1988,19,432000
2022-03,YISHUN AVE 3,772,1,104,4,4,62,1985,16,459888.88
2022-03,YISHUN AVE 4,508B,1,93,4,5,95,2018,16,529000
2022-03,YISHUN AVE 4,509B,1,93,4,5,95,2018,16,538000
2022-03,YISHUN AVE 4,672C,1,93,4,4,94,2018,16,525888
2022-03,YISHUN AVE 4,508A,1,93,4,3,95,2018,16,522888
2022-03,YISHUN AVE 4,509C,1,93,4,4,95,2018,16,528000
2022-03,YISHUN AVE 4,509B,1,93,4,4,95,2018,16,536000
2022-03,YISHUN AVE 4,508B,1,93,4,3,95,2018,16,538000
2022-03,YISHUN AVE 4,509B,1,93,4,3,95,2018,16,522000
